(((3/(9-(4-(0+8))))+(0/7))/(7/((4/(4+4))-(1-0))))	39408+--/07/+7444+/10--//
((((1-(8-8))+(0+(6*8)))+(5+(3/(5/1))))-(5+6))	188--068*++5351//++56+-
(((9*(2*6))*(6*(3-(5+(7-(8+4))))))/(7-(5+(2+1))))	926**635784+-+-**7521++-/
((((6+6)-(8+1))/(0-((6/6)-(3/7))))+(1/(2-(2/6))))	66+81+-066/37/--/1226/-/+
((1+(9+8))-(9+(((7+8)/(2+(5-9)))/(8+(8/(2-3))))))	198++978+259-+/8823-/+/+-
((((7-9)/((9*2)*(3+5)))+(9+(8-2)))+(4-(7*6)))	79-92*35+*/982-++476*-+
((3/(3-(2*2)))*(8/(7*((1*(0+1))-(2*(3*6))))))	3322*-/87101+*236**-*/*
((8/(2*1))*(6*(5/(0*(4-(3-(0/(2*(9+7)))))))))	821*/650430297+*/--*/**
((1+(((8-(4-(3-(3/0))))/(2/0))*(9*(8-0))))/9)	184330/---20//980-**+9/
((((0+(2-2))+(7-(1+5)))/(3/(9+3)))-(7-(6+(0+4))))	022-+715+-+393+//7604++--
(((7/(7-9))*(7/(7*(1-((9-(5-3))+(6+0))))))*7)	779-/771953--60++-*/*7*
(((4*(8/(6+(7+9))))*(1+(5-(8+(9/(6-(5+3)))))))-3)	48679++/*1589653+-/+-+*3-
((((9*0)/(8/(1-(8/(6/(4/4))))))+9)+(5/(4*(2+4))))	90*818644///-//9+5424+*/+
(((3+(0*(9-9)))+(2*(0*1)))*(7/(1/(4/(9*(7+6))))))	3099-*+201**+714976+*///*
((((2*(9*(4*(8-(1*2)))))/(2+6))/(6+(6+(8-0))))*4)	294812*-***26+/6680-++/4*
(((((((3*7)+3)+(6-3))*4)/(2+(3+5)))*(1+4))-7)	37*3+63-+4*235++/14+*7-
(((5*(9+2))-(0*(3+(4-(1*(1/(5-(5*(2-1)))))))))/8)	592+*034115521-*-/*-+*-8/
(((((3+1)-((6+(5-3))-(6/2)))*(5/(4+8)))-(6+6))/7)	31+653-+62/--548+/*66+-7/
(((5+(6+(9*4)))+((2/(8-(7*3)))-(5-(1/7))))-9)	5694*++2873*-/517/--+9-
(((7*8)-((5/(7-2))/(2-(0/(0-3)))))*(9*(6/3)))	78*572-/2003-/-/-963/**
(((((2+2)+(8/(4/5)))+(3+5))/(7*(7/(5/3))))-1)	22+845//+35++7753//*/1-
(((((7/(2/8))-(2+7))/0)+(4+(2+(8+(1-2)))))*5)	728//27+-0/42812-++++5*
((((8*9)/(3-(2+9)))*8)-(9/(0/(3+(7*(8-5))))))	89*329+-/8*903785-*+//-
(((9-(7+(5-1)))-(2/(5/(7+(3/1)))))+(5*(2*8)))	9751-+-25731/+//-528**+
(((((0-9)-(7/3))/(0-(7+(1+9))))+(9-(4/(4-4))))/6)	09-73/-0719++-/9444-/-+6/
(((((8/(1-(1*7)))/0)/(5/8))*(5+1))/(7/(4-0)))	8117*-/0/58//51+*740-//
((((8-(4/8))*(6/(4-(6/(4*(4-1))))))-(6*(2-6)))*7)	848/-646441-*/-/*626-*-7*
(((((6-9)-(0-9))+(2-((0+8)/0)))/(7/(0*5)))+9)	69-09--208+0/-+705*//9+
((0-((7+(2-7))-(9/3)))/(0+((5*(1/6))*(6+7))))	0727-+93/--0516/*67+*+/
((((7-(9-6))-(9-((2*1)/(3/0))))-(8-(1-(5+9))))+6)	796--921*30//--8159+---6+
